timestamp,fov_mean,fov_std
0,22.000,0.000
1,22.000,0.000
2,22.000,0.000
3,22.000,0.000
4,22.000,0.000
5,22.000,0.000
6,22.000,0.000
7,22.000,0.000
8,22.000,0.000
9,22.000,0.000
10,22.000,0.000
11,22.000,0.000
12,22.000,0.000
13,22.000,0.000
14,20.400,3.373
15,21.300,2.214
16,20.600,2.951
17,19.100,3.755
18,19.700,3.713
19,19.000,3.887
20,20.500,3.171
21,19.700,3.713
22,21.300,2.214
23,18.100,4.122
24,21.200,2.530
25,17.400,3.978
26,17.600,3.806
27,19.700,3.713
28,19.700,3.713
29,19.900,3.381
30,16.600,3.777
31,18.900,4.040
32,16.300,4.001
33,19.000,3.887
34,19.700,3.713
35,18.900,4.012
36,19.000,3.887
37,21.300,2.214
38,18.900,4.040
39,21.200,2.530
40,16.200,4.050
41,21.100,2.846
42,17.200,4.158
43,18.600,4.402
44,19.800,3.553
45,15.500,3.472
46,18.700,4.296
47,17.600,4.671
48,16.300,3.974
49,17.800,4.442
50,18.000,4.243
51,15.500,3.504
52,18.000,4.269
53,15.100,3.695
54,17.200,4.185
55,18.800,4.158
56,17.100,4.254
57,20.400,3.373
58,16.800,4.517
59,16.600,4.648
60,14.900,3.843
61,15.600,4.452
62,15.100,3.695
63,16.100,4.149
64,13.200,0.789
65,13.300,0.949
66,15.400,3.596
67,18.800,4.158
68,15.100,3.695
69,17.500,3.894
70,15.800,4.392
71,18.700,4.296
72,17.900,4.408
73,19.300,4.347
74,19.500,4.035
75,16.500,4.790
76,16.400,4.858
77,14.200,2.821
78,16.300,3.945
79,16.100,4.122
80,15.000,3.771
81,14.900,3.814
82,14.600,3.978
83,15.700,4.398
84,15.500,4.577
85,14.400,4.033
86,17.300,4.990
87,16.500,4.859
88,15.300,4.644
89,14.200,4.158
90,19.100,4.677
91,17.000,5.270
92,17.100,5.174
93,15.100,4.818
94,15.300,4.644
95,14.000,4.216
96,13.100,3.213
97,14.800,3.824
98,16.100,4.149
99,16.500,4.859
100,15.600,4.477
101,16.700,4.644
102,14.200,2.936
103,15.800,4.367
104,15.200,3.795
105,15.800,4.315
106,16.800,4.517
107,14.900,3.872
108,14.600,4.006
109,14.900,3.784
110,14.700,3.974
111,13.300,3.129
112,13.700,3.057
113,15.100,4.841
114,14.000,3.055
115,15.100,4.818
116,15.400,4.600
117,14.100,4.254
118,16.300,5.012
119,17.700,4.644
120,16.900,5.405
121,15.000,4.853
122,15.900,5.259
123,15.100,4.771
124,14.100,4.202
125,12.900,3.247
126,13.600,3.307
127,14.700,4.029
128,13.200,3.120
129,15.400,4.624
130,13.100,3.178
131,13.300,3.164
132,13.700,3.129
133,14.200,4.158
134,13.600,3.204
135,17.300,4.990
136,13.500,3.100
137,12.500,0.527
138,14.100,4.175
139,15.300,4.715
140,13.800,4.367
141,11.900,0.568
142,13.400,3.169
143,13.000,3.266
144,14.100,4.228
145,14.900,4.909
146,12.900,3.247
147,13.900,4.408
148,11.900,1.197
149,15.800,5.453
150,16.400,5.910
151,16.600,5.719
152,14.500,5.233
153,16.700,5.618
154,19.100,4.725
155,15.800,5.371
156,16.900,5.384
157,18.900,4.999
158,17.900,5.343
159,18.000,5.164
160,17.000,5.333
161,16.200,5.029
162,17.900,5.322
163,13.800,4.392
164,14.200,4.185
165,13.300,3.234
166,14.300,4.218
167,14.600,4.115
168,14.400,4.033
169,13.300,3.234
170,14.400,4.088
171,13.600,4.452
172,13.600,3.169
173,12.800,3.360
174,13.000,3.232
175,15.800,5.350
176,13.900,4.332
177,12.900,3.315
178,12.000,0.667
179,14.200,4.185
180,14.900,3.900
