frame_index,timestamp,fov_width
0,1413393212.255760,22
0,1413393212.255760,22
0,1413393212.255760,22
0,1413393212.255760,22
0,1413393212.255760,22
0,1413393212.255760,22
0,1413393212.255760,22
0,1413393212.255760,22
0,1413393212.255760,22
1,1413393212.305761,22
1,1413393212.305761,22
1,1413393212.305761,22
1,1413393212.305761,22
1,1413393212.305761,22
1,1413393212.305761,22
1,1413393212.305761,22
1,1413393212.305761,22
1,1413393212.305761,22
2,1413393212.355760,22
2,1413393212.355760,22
2,1413393212.355760,22
2,1413393212.355760,22
2,1413393212.355760,22
2,1413393212.355760,22
2,1413393212.355760,22
2,1413393212.355760,22
2,1413393212.355760,22
3,1413393212.405761,22
3,1413393212.405761,22
3,1413393212.405761,22
3,1413393212.405761,22
3,1413393212.405761,22
3,1413393212.405761,22
3,1413393212.405761,22
3,1413393212.405761,22
3,1413393212.405761,22
4,1413393212.455760,22
4,1413393212.455760,22
4,1413393212.455760,22
4,1413393212.455760,22
4,1413393212.455760,22
4,1413393212.455760,22
4,1413393212.455760,22
4,1413393212.455760,22
4,1413393212.455760,22
5,1413393212.505760,22
5,1413393212.505760,22
5,1413393212.505760,22
5,1413393212.505760,22
5,1413393212.505760,22
5,1413393212.505760,22
5,1413393212.505760,22
5,1413393212.505760,22
5,1413393212.505760,22
6,1413393212.555760,22
6,1413393212.555760,22
6,1413393212.555760,22
6,1413393212.555760,22
6,1413393212.555760,22
6,1413393212.555760,22
6,1413393212.555760,22
6,1413393212.555760,22
6,1413393212.555760,22
7,1413393212.605761,22
7,1413393212.605761,22
7,1413393212.605761,22
7,1413393212.605761,22
7,1413393212.605761,22
7,1413393212.605761,22
7,1413393212.605761,22
7,1413393212.605761,22
7,1413393212.605761,22
8,1413393212.655760,22
8,1413393212.655760,22
8,1413393212.655760,22
8,1413393212.655760,22
8,1413393212.655760,22
8,1413393212.655760,22
8,1413393212.655760,22
8,1413393212.655760,22
8,1413393212.655760,22
9,1413393212.705760,22
9,1413393212.705760,22
9,1413393212.705760,22
9,1413393212.705760,22
9,1413393212.705760,22
9,1413393212.705760,22
9,1413393212.705760,22
9,1413393212.705760,22
9,1413393212.705760,22
10,1413393212.755760,22
10,1413393212.755760,22
10,1413393212.755760,22
10,1413393212.755760,22
10,1413393212.755760,22
10,1413393212.755760,22
10,1413393212.755760,22
10,1413393212.755760,22
10,1413393212.755760,22
11,1413393212.805761,22
11,1413393212.805761,22
11,1413393212.805761,22
11,1413393212.805761,22
11,1413393212.805761,22
11,1413393212.805761,22
11,1413393212.805761,22
11,1413393212.805761,22
11,1413393212.805761,22
12,1413393212.855760,22
12,1413393212.855760,22
12,1413393212.855760,22
12,1413393212.855760,22
12,1413393212.855760,22
12,1413393212.855760,22
12,1413393212.855760,22
12,1413393212.855760,22
12,1413393212.855760,22
13,1413393212.905761,22
13,1413393212.905761,22
13,1413393212.905761,22
13,1413393212.905761,22
13,1413393212.905761,22
13,1413393212.905761,22
13,1413393212.905761,22
13,1413393212.905761,22
13,1413393212.905761,22
14,1413393212.955760,22
14,1413393212.955760,22
14,1413393212.955760,22
14,1413393212.955760,22
14,1413393212.955760,22
14,1413393212.955760,22
14,1413393212.955760,22
14,1413393212.955760,22
14,1413393212.955760,22
15,1413393213.005760,22
15,1413393213.005760,22
15,1413393213.005760,22
15,1413393213.005760,22
15,1413393213.005760,22
15,1413393213.005760,22
15,1413393213.005760,22
15,1413393213.005760,22
15,1413393213.005760,22
16,1413393213.055760,22
16,1413393213.055760,22
16,1413393213.055760,22
16,1413393213.055760,22
16,1413393213.055760,22
16,1413393213.055760,22
16,1413393213.055760,22
16,1413393213.055760,22
16,1413393213.055760,22
17,1413393213.105761,22
17,1413393213.105761,22
17,1413393213.105761,22
17,1413393213.105761,22
17,1413393213.105761,22
17,1413393213.105761,22
17,1413393213.105761,22
17,1413393213.105761,22
17,1413393213.105761,22
18,1413393213.155760,22
18,1413393213.155760,22
18,1413393213.155760,22
18,1413393213.155760,22
18,1413393213.155760,22
18,1413393213.155760,22
18,1413393213.155760,22
18,1413393213.155760,22
18,1413393213.155760,22
19,1413393213.205760,22
19,1413393213.205760,22
19,1413393213.205760,22
19,1413393213.205760,22
19,1413393213.205760,22
19,1413393213.205760,22
19,1413393213.205760,22
19,1413393213.205760,22
19,1413393213.205760,22
20,1413393213.255760,22
20,1413393213.255760,22
20,1413393213.255760,22
20,1413393213.255760,22
20,1413393213.255760,22
20,1413393213.255760,22
20,1413393213.255760,22
20,1413393213.255760,22
20,1413393213.255760,22
21,1413393213.305761,22
21,1413393213.305761,22
21,1413393213.305761,22
21,1413393213.305761,22
21,1413393213.305761,22
21,1413393213.305761,22
21,1413393213.305761,22
21,1413393213.305761,22
21,1413393213.305761,22
22,1413393213.355760,22
22,1413393213.355760,22
22,1413393213.355760,22
22,1413393213.355760,22
22,1413393213.355760,22
22,1413393213.355760,22
22,1413393213.355760,22
22,1413393213.355760,22
22,1413393213.355760,22
23,1413393213.405761,22
23,1413393213.405761,22
23,1413393213.405761,22
23,1413393213.405761,22
23,1413393213.405761,22
23,1413393213.405761,22
23,1413393213.405761,22
23,1413393213.405761,22
23,1413393213.405761,22
24,1413393213.455760,22
24,1413393213.455760,22
24,1413393213.455760,22
24,1413393213.455760,22
24,1413393213.455760,22
24,1413393213.455760,22
