timestamp,fov_mean,fov_std
0,22.000,0.000
1,22.000,0.000
2,22.000,0.000
3,22.000,0.000
4,22.000,0.000
5,22.000,0.000
6,22.000,0.000
7,22.000,0.000
8,22.000,0.000
9,22.000,0.000
10,22.000,0.000
11,22.000,0.000
12,22.000,0.000
13,22.000,0.000
14,22.000,0.000
15,22.000,0.000
16,22.000,0.000
17,22.000,0.000
18,22.000,0.000
19,22.000,0.000
20,22.000,0.000
21,22.000,0.000
22,22.000,0.000
23,22.000,0.000
24,22.000,0.000
25,22.000,0.000
26,22.000,0.000
27,22.000,0.000
28,22.000,0.000
29,22.000,0.000
30,22.000,0.000
31,22.000,0.000
32,22.000,0.000
33,22.000,0.000
34,22.000,0.000
35,22.000,0.000
36,22.000,0.000
37,22.000,0.000
38,22.000,0.000
39,22.000,0.000
40,22.000,0.000
41,22.000,0.000
42,22.000,0.000
43,22.000,0.000
44,22.000,0.000
45,22.000,0.000
46,22.000,0.000
47,22.000,0.000
48,22.000,0.000
49,22.000,0.000
50,22.000,0.000
51,22.000,0.000
52,22.000,0.000
53,22.000,0.000
54,22.000,0.000
55,22.000,0.000
56,22.000,0.000
57,22.000,0.000
58,22.000,0.000
59,22.000,0.000
60,22.000,0.000
61,22.000,0.000
62,22.000,0.000
63,22.000,0.000
64,22.000,0.000
65,22.000,0.000
66,22.000,0.000
67,22.000,0.000
68,22.000,0.000
69,22.000,0.000
70,22.000,0.000
71,22.000,0.000
72,22.000,0.000
73,22.000,0.000
74,22.000,0.000
75,22.000,0.000
76,22.000,0.000
77,22.000,0.000
78,22.000,0.000
79,22.000,0.000
80,22.000,0.000
81,22.000,0.000
82,22.000,0.000
83,22.000,0.000
84,22.000,0.000
85,22.000,0.000
86,22.000,0.000
87,22.000,0.000
88,22.000,0.000
89,22.000,0.000
90,22.000,0.000
91,22.000,0.000
92,22.000,0.000
93,22.000,0.000
94,22.000,0.000
95,22.000,0.000
96,22.000,0.000
97,22.000,0.000
98,22.000,0.000
99,22.000,0.000
100,22.000,0.000
101,22.000,0.000
102,22.000,0.000
103,22.000,0.000
104,17.444,4.362
105,22.000,0.000
106,20.444,3.087
107,18.667,3.969
108,20.444,3.087
109,19.444,3.844
110,20.444,3.087
111,19.556,3.678
112,20.333,3.317
113,17.778,4.024
114,19.333,4.000
115,21.111,2.667
116,20.333,3.317
117,21.111,2.667
118,18.778,3.833
119,19.556,3.678
120,18.556,4.096
121,19.556,3.678
122,19.556,3.678
123,19.667,3.500
124,20.444,3.087
125,19.444,3.844
126,19.667,3.500
127,19.444,3.844
128,20.333,3.317
129,22.000,0.000
130,19.556,3.678
131,22.000,0.000
132,18.444,4.216
133,20.222,3.528
134,21.222,2.333
135,19.444,3.844
136,19.556,3.678
137,19.333,4.000
138,19.333,4.000
139,22.000,0.000
140,20.222,3.528
141,17.778,4.024
142,19.556,3.678
143,21.222,2.333
144,22.000,0.000
145,21.111,2.667
146,20.333,3.317
147,18.444,4.216
148,18.667,3.969
149,20.222,3.528
150,19.444,3.844
151,22.000,0.000
152,18.667,3.969
153,21.111,2.667
154,19.333,4.000
155,18.667,3.969
156,19.444,3.844
157,19.333,4.000
158,19.556,3.678
159,18.556,4.096
160,18.444,4.216
161,17.667,4.123
162,18.111,3.689
163,20.333,3.317
164,19.333,4.000
165,18.556,4.126
166,19.333,4.000
167,20.222,3.528
168,18.556,4.096
169,17.556,4.216
170,15.889,3.516
171,19.667,3.500
172,17.667,4.123
173,18.556,4.096
174,16.778,3.962
175,15.000,2.646
176,18.444,4.216
177,18.444,4.216
178,17.556,4.216
179,19.222,4.177
180,20.111,3.756
