timestamp,fov_mean,fov_std
0,22.000,0.000
1,22.000,0.000
2,22.000,0.000
3,22.000,0.000
4,22.000,0.000
5,22.000,0.000
6,22.000,0.000
7,22.000,0.000
8,22.000,0.000
9,22.000,0.000
10,22.000,0.000
11,22.000,0.000
12,22.000,0.000
13,22.000,0.000
14,22.000,0.000
15,22.000,0.000
16,22.000,0.000
17,22.000,0.000
18,22.000,0.000
19,22.000,0.000
20,22.000,0.000
21,22.000,0.000
22,22.000,0.000
23,22.000,0.000
24,22.000,0.000
25,22.000,0.000
26,22.000,0.000
27,22.000,0.000
28,22.000,0.000
29,22.000,0.000
30,22.000,0.000
31,22.000,0.000
32,22.000,0.000
33,22.000,0.000
34,22.000,0.000
35,22.000,0.000
36,22.000,0.000
37,22.000,0.000
38,22.000,0.000
39,22.000,0.000
40,22.000,0.000
41,22.000,0.000
42,22.000,0.000
43,22.000,0.000
44,22.000,0.000
45,22.000,0.000
46,22.000,0.000
47,22.000,0.000
48,22.000,0.000
49,22.000,0.000
50,22.000,0.000
51,22.000,0.000
52,22.000,0.000
53,22.000,0.000
54,22.000,0.000
55,22.000,0.000
56,22.000,0.000
57,22.000,0.000
58,22.000,0.000
59,22.000,0.000
60,22.000,0.000
61,22.000,0.000
62,22.000,0.000
63,22.000,0.000
64,22.000,0.000
65,22.000,0.000
66,22.000,0.000
67,22.000,0.000
68,22.000,0.000
69,22.000,0.000
70,22.000,0.000
71,22.000,0.000
72,22.000,0.000
73,22.000,0.000
74,22.000,0.000
75,22.000,0.000
76,22.000,0.000
77,22.000,0.000
78,22.000,0.000
79,22.000,0.000
80,22.000,0.000
81,22.000,0.000
82,22.000,0.000
83,22.000,0.000
84,22.000,0.000
85,22.000,0.000
86,21.222,2.333
87,10.000,1.414
88,19.333,4.000
89,22.000,0.000
90,20.333,3.317
91,20.333,3.317
92,18.667,3.969
93,21.111,2.667
94,20.333,3.317
95,20.444,4.667
96,17.889,3.919
97,21.222,2.333
98,20.222,3.528
99,19.444,3.844
100,18.667,3.969
101,19.333,4.000
102,17.778,4.024
103,17.000,3.775
104,22.000,0.000
105,18.444,4.216
106,21.111,2.667
107,19.444,3.844
108,15.889,3.480
109,17.889,3.919
110,18.444,4.216
111,17.667,4.123
112,19.444,3.844
113,18.556,4.096
114,16.889,3.855
115,21.111,2.667
116,17.778,4.024
117,18.778,3.833
118,16.778,3.930
119,16.111,3.371
120,20.222,3.528
121,14.333,0.500
122,17.778,4.024
123,17.444,4.362
124,16.667,4.031
125,22.000,0.000
126,19.333,4.031
127,18.444,4.246
128,17.778,4.024
129,20.222,3.528
130,21.111,2.667
131,16.778,3.930
132,20.333,3.317
133,16.000,3.428
134,17.111,3.689
135,22.000,0.000
136,15.778,3.563
137,21.222,2.333
138,18.778,3.833
139,16.889,3.887
140,19.333,4.031
141,19.333,4.031
142,17.000,3.775
143,18.556,4.096
144,15.667,3.606
145,19.111,4.343
146,17.444,4.333
147,15.778,3.563
148,17.333,4.444
149,16.556,4.096
150,18.556,4.096
151,19.222,4.206
152,16.444,4.187
153,16.778,3.993
154,17.333,4.444
155,18.556,4.096
156,17.556,4.275
157,18.556,4.096
158,18.333,4.359
159,20.111,3.756
160,19.444,3.844
161,20.111,3.756
162,20.111,3.756
163,18.333,4.387
164,17.556,4.275
165,15.556,3.712
166,18.444,4.246
167,17.111,4.649
168,18.333,4.387
169,18.333,4.359
170,17.556,4.246
171,16.667,4.031
172,18.444,4.216
173,21.000,3.000
174,19.222,4.177
175,19.444,3.844
176,18.333,4.387
177,16.889,3.855
178,17.222,4.549
179,17.333,4.472
180,16.667,4.062
