frame_index,timestamp,fov_width
0,1403637130.538319,22
0,1403637130.538319,22
0,1403637130.538319,22
0,1403637130.538319,22
0,1403637130.538319,22
0,1403637130.538319,22
0,1403637130.538319,22
0,1403637130.538319,22
0,1403637130.538319,22
0,1403637130.538319,22
1,1403637130.588319,22
1,1403637130.588319,22
1,1403637130.588319,22
1,1403637130.588319,22
1,1403637130.588319,22
1,1403637130.588319,22
1,1403637130.588319,22
1,1403637130.588319,22
1,1403637130.588319,22
1,1403637130.588319,22
2,1403637130.638319,22
2,1403637130.638319,22
2,1403637130.638319,22
2,1403637130.638319,22
2,1403637130.638319,22
2,1403637130.638319,22
2,1403637130.638319,22
2,1403637130.638319,22
2,1403637130.638319,22
2,1403637130.638319,22
3,1403637130.688319,22
3,1403637130.688319,22
3,1403637130.688319,22
3,1403637130.688319,22
3,1403637130.688319,22
3,1403637130.688319,22
3,1403637130.688319,22
3,1403637130.688319,22
3,1403637130.688319,22
3,1403637130.688319,22
4,1403637130.738319,22
4,1403637130.738319,22
4,1403637130.738319,22
4,1403637130.738319,22
4,1403637130.738319,22
4,1403637130.738319,22
4,1403637130.738319,22
4,1403637130.738319,22
4,1403637130.738319,22
4,1403637130.738319,22
5,1403637130.788319,22
5,1403637130.788319,22
5,1403637130.788319,22
5,1403637130.788319,22
5,1403637130.788319,22
5,1403637130.788319,22
5,1403637130.788319,22
5,1403637130.788319,22
5,1403637130.788319,22
5,1403637130.788319,22
6,1403637130.838319,22
6,1403637130.838319,22
6,1403637130.838319,22
6,1403637130.838319,22
6,1403637130.838319,22
6,1403637130.838319,22
6,1403637130.838319,22
6,1403637130.838319,22
6,1403637130.838319,22
6,1403637130.838319,22
7,1403637130.888319,22
7,1403637130.888319,22
7,1403637130.888319,22
7,1403637130.888319,22
7,1403637130.888319,22
7,1403637130.888319,22
7,1403637130.888319,22
7,1403637130.888319,22
7,1403637130.888319,22
7,1403637130.888319,22
8,1403637130.938319,22
8,1403637130.938319,22
8,1403637130.938319,22
8,1403637130.938319,22
8,1403637130.938319,22
8,1403637130.938319,22
8,1403637130.938319,22
8,1403637130.938319,22
8,1403637130.938319,22
8,1403637130.938319,22
9,1403637130.988319,22
9,1403637130.988319,22
9,1403637130.988319,22
9,1403637130.988319,22
9,1403637130.988319,22
9,1403637130.988319,22
9,1403637130.988319,22
9,1403637130.988319,22
9,1403637130.988319,22
9,1403637130.988319,22
10,1403637131.038319,22
10,1403637131.038319,22
10,1403637131.038319,22
10,1403637131.038319,22
10,1403637131.038319,22
10,1403637131.038319,22
10,1403637131.038319,22
10,1403637131.038319,22
10,1403637131.038319,22
10,1403637131.038319,22
11,1403637131.088319,15
11,1403637131.088319,22
11,1403637131.088319,22
11,1403637131.088319,22
11,1403637131.088319,22
11,1403637131.088319,22
11,1403637131.088319,22
11,1403637131.088319,22
11,1403637131.088319,22
11,1403637131.088319,22
12,1403637131.138319,22
12,1403637131.138319,22
12,1403637131.138319,22
12,1403637131.138319,22
12,1403637131.138319,22
12,1403637131.138319,22
12,1403637131.138319,22
12,1403637131.138319,22
12,1403637131.138319,22
12,1403637131.138319,22
13,1403637131.188319,22
13,1403637131.188319,22
13,1403637131.188319,22
13,1403637131.188319,22
13,1403637131.188319,22
13,1403637131.188319,22
13,1403637131.188319,22
13,1403637131.188319,15
13,1403637131.188319,22
13,1403637131.188319,22
14,1403637131.238319,22
14,1403637131.238319,22
14,1403637131.238319,22
14,1403637131.238319,22
14,1403637131.238319,22
14,1403637131.238319,22
14,1403637131.238319,22
14,1403637131.238319,22
14,1403637131.238319,22
14,1403637131.238319,22
15,1403637131.288319,22
15,1403637131.288319,22
15,1403637131.288319,22
15,1403637131.288319,22
15,1403637131.288319,22
15,1403637131.288319,22
15,1403637131.288319,22
15,1403637131.288319,22
15,1403637131.288319,22
15,1403637131.288319,22
16,1403637131.338319,22
16,1403637131.338319,22
16,1403637131.338319,22
16,1403637131.338319,22
16,1403637131.338319,22
