timestamp_gt,x_gt,y_gt,z_gt,timestamp_est,x_est,y_est,z_est
1.4036365808635556e+18,4.6650211767,-1.8472146877,0.7812067206,1.4036365808635556e+18,4.639116707588134,-1.804668513892547,0.7801723369713437
1.4036365809135555e+18,4.6629522096,-1.8453728663,0.8207579572,1.4036365809135555e+18,4.63401813698428,-1.8017495757497708,0.8235514806766034
1.4036365809635556e+18,4.6609846259,-1.8447596485,0.8600052598,1.4036365809635556e+18,4.633619057360466,-1.8017017025407787,0.8621974228770731
1.4036365810135555e+18,4.6596583694,-1.8446723346,0.8972069305,1.4036365810135555e+18,4.631431165078482,-1.800919845324923,0.8998676544798502
1.4036365810635556e+18,4.6584695461,-1.8448832918,0.9323025417,1.4036365810635556e+18,4.628196701851448,-1.7995618858490599,0.9321013872756475
1.4036365811135555e+18,4.6567707371,-1.843802856,0.9652596168,1.4036365811135555e+18,4.625464163808516,-1.7978008567089603,0.9647709108074962
1.4036365811635556e+18,4.6556223951,-1.8430375195,0.9955650996,1.4036365811635556e+18,4.622175346378571,-1.7965598135793772,0.9942022592053844
1.4036365812135555e+18,4.6551355257,-1.8415718393,1.0225625975,1.4036365812135555e+18,4.622814133761936,-1.7953605730083344,1.023447635985903
1.4036365812635556e+18,4.6553100964,-1.8405548393,1.0461137821,1.4036365812635556e+18,4.621982457184777,-1.7942074025547863,1.045303456298579
1.4036365813135555e+18,4.6569095013,-1.8399190938,1.0639175259,1.4036365813135555e+18,4.623132660120908,-1.7920176879092347,1.0620255038366158
1.4036365813635556e+18,4.6586259151,-1.8398263352,1.0738669267,1.4036365813635556e+18,4.625389890361852,-1.7925323079861109,1.0720878510710605
1.4036365814135555e+18,4.6607757299,-1.8391279976,1.0744901898,1.4036365814135555e+18,4.626045683478644,-1.792210037701914,1.0705334952295769
1.4036365814635556e+18,4.6631142052,-1.8386877869,1.0659636925,1.4036365814635556e+18,4.629033412657762,-1.7916236347985568,1.0639132754970946
