timestamp_gt,x_gt,y_gt,z_gt,timestamp_est,x_est,y_est,z_est
1.4036365808635556e+18,4.6650211767,-1.8472146877,0.7812067206,1.4036365808635556e+18,4.628454343015086,-1.795099259488548,0.7793280099008628
1.4036365809135555e+18,4.6629522096,-1.8453728663,0.8207579572,1.4036365809135555e+18,4.62497323520796,-1.7920442188751473,0.8217686900771849
1.4036365809635556e+18,4.6609846259,-1.8447596485,0.8600052598,1.4036365809635556e+18,4.624058428552377,-1.7918393649256212,0.8625544212518444
1.4036365810135555e+18,4.6596583694,-1.8446723346,0.8972069305,1.4036365810135555e+18,4.621693888471718,-1.7907089265496487,0.9006499790021213
1.4036365810635556e+18,4.6584695461,-1.8448832918,0.9323025417,1.4036365810635556e+18,4.619179454379865,-1.789735300870247,0.9341358166196674
1.4036365811135555e+18,4.6567707371,-1.843802856,0.9652596168,1.4036365811135555e+18,4.615191237448827,-1.7881678217928785,0.9659032879229718
1.4036365811635556e+18,4.6556223951,-1.8430375195,0.9955650996,1.4036365811635556e+18,4.61225848001346,-1.7874957810804752,0.9949064362526036
1.4036365812135555e+18,4.6551355257,-1.8415718393,1.0225625975,1.4036365812135555e+18,4.61311280760163,-1.785936792597088,1.0237059391593597
1.4036365812635556e+18,4.6553100964,-1.8405548393,1.0461137821,1.4036365812635556e+18,4.612525026785643,-1.7843346514561904,1.0473394091593
1.4036365813135555e+18,4.6569095013,-1.8399190938,1.0639175259,1.4036365813135555e+18,4.614178530679431,-1.783149939358194,1.065126192274786
1.4036365813635556e+18,4.6586259151,-1.8398263352,1.0738669267,1.4036365813635556e+18,4.616113774370305,-1.7823100511746586,1.074964352507131
1.4036365814135555e+18,4.6607757299,-1.8391279976,1.0744901898,1.4036365814135555e+18,4.617893075714823,-1.7831454231116666,1.0739201800667455
1.4036365814635556e+18,4.6631142052,-1.8386877869,1.0659636925,1.4036365814635556e+18,4.619413169331628,-1.7818061066845765,1.0649391008306834
1.4036365815135555e+18,4.6656575418,-1.8384611738,1.0492260766,1.4036365815135555e+18,4.6214609882408455,-1.7826230100174847,1.0476296859682142
1.4036365815635556e+18,4.6671015434,-1.8384954213,1.0261007203,1.4036365815635556e+18,4.617597882441605,-1.7803222327894788,1.0226795456062523
1.4036365816135555e+18,4.6685127859,-1.8387733808,0.9986153796,1.4036365816135555e+18,4.617774352523608,-1.7784199369697036,0.9945750118675158
1.4036365816635556e+18,4.6697485696,-1.8389791244,0.9680789477,1.4036365816635556e+18,4.625220035351117,-1.782991728597775,0.9657719406435202
1.4036365817135555e+18,4.6714020867,-1.8384458341,0.9361128152,1.4036365817135555e+18,4.6251797049656656,-1.7796300120508282,0.9304879893482587
1.4036365817635556e+18,4.6731657492,-1.8384989389,0.9033135722,1.4036365817635556e+18,4.626499424803062,-1.7787685252214138,0.8960330088024248
1.4036365818135555e+18,4.6759169156,-1.8397860467,0.8702705074,1.4036365818135555e+18,4.625583388896707,-1.7781976953644743,0.8627871339896458
1.4036365818635556e+18,4.6786374123,-1.841249824,0.8369674237,1.4036365818635556e+18,4.628002497159652,-1.7781915058102944,0.827942669784943
1.4036365819135555e+18,4.6789098604,-1.8380702615,0.8001037439,1.4036365819135555e+18,4.6356541296117,-1.782415869182228,0.7929811000074264
1.4036365819635556e+18,4.6811060719,-1.8394680876,0.7678572354,1.4036365819635556e+18,4.63702652833945,-1.7844634388222105,0.7609173020716886
1.4036365820135555e+18,4.6827184977,-1.8407854533,0.7374569596,1.4036365820135555e+18,4.638794962721808,-1.7864446102504377,0.7297304532901556
1.4036365820635556e+18,4.6845440892,-1.8424677579,0.7100893352,1.4036365820635556e+18,4.639621695030826,-1.7882547863957359,0.7032521741511536
1.4036365821135555e+18,4.6864177192,-1.8444039956,0.6874845691,1.4036365821135555e+18,4.641069099247023,-1.7899098290293223,0.6813997977388427
1.4036365821635556e+18,4.688083509,-1.8470605446,0.6715031647,1.4036365821635556e+18,4.641120084700204,-1.7916292625947285,0.6639560874959591
1.4036365822135555e+18,4.6891591032,-1.8492694573,0.6629683725,1.4036365822135555e+18,4.644017953684946,-1.79389867576084,0.6567270792022474
1.4036365822635556e+18,4.688956322,-1.8505991866,0.6629868294,1.4036365822635556e+18,4.643484725107582,-1.7948504024592482,0.6571540735397299
1.4036365823135555e+18,4.6875128361,-1.8515523631,0.6724144801,1.4036365823135555e+18,4.641207251246359,-1.7956557526025,0.6667342879236589
1.4036365823635556e+18,4.6853306676,-1.8524845822,0.6904417901,1.4036365823635556e+18,4.641414829823091,-1.7973849477799986,0.6884383935335563
1.4036365824135555e+18,4.6828575878,-1.8532336282,0.7145279947,1.4036365824135555e+18,4.639924981618543,-1.7992415669954567,0.7144611617751414
1.4036365824635556e+18,4.680023391,-1.8534587651,0.7424402375,1.4036365824635556e+18,4.640753590480109,-1.8005329925600988,0.7467200598964514
