timestamp,fov_mean,fov_std
0,22.000,0.000
1,22.000,0.000
2,22.000,0.000
3,22.000,0.000
4,22.000,0.000
5,22.000,0.000
6,22.000,0.000
7,22.000,0.000
8,22.000,0.000
9,22.000,0.000
10,22.000,0.000
11,22.000,0.000
12,22.000,0.000
13,22.000,0.000
14,22.000,0.000
15,22.000,0.000
16,22.000,0.000
17,22.000,0.000
18,22.000,0.000
19,22.000,0.000
20,22.000,0.000
21,22.000,0.000
22,22.000,0.000
23,22.000,0.000
24,22.000,0.000
25,22.000,0.000
26,22.000,0.000
27,22.000,0.000
28,22.000,0.000
29,22.000,0.000
30,22.000,0.000
31,22.000,0.000
32,22.000,0.000
33,22.000,0.000
34,22.000,0.000
35,22.000,0.000
36,22.000,0.000
37,22.000,0.000
38,22.000,0.000
39,22.000,0.000
40,22.000,0.000
41,22.000,0.000
42,22.000,0.000
43,22.000,0.000
44,22.000,0.000
45,22.000,0.000
46,22.000,0.000
47,22.000,0.000
48,22.000,0.000
49,22.000,0.000
50,22.000,0.000
51,22.000,0.000
52,22.000,0.000
53,22.000,0.000
54,22.000,0.000
55,22.000,0.000
56,22.000,0.000
57,22.000,0.000
58,22.000,0.000
59,22.000,0.000
60,22.000,0.000
61,22.000,0.000
62,22.000,0.000
63,22.000,0.000
64,22.000,0.000
65,22.000,0.000
66,22.000,0.000
67,22.000,0.000
68,22.000,0.000
69,22.000,0.000
70,22.000,0.000
71,22.000,0.000
72,22.000,0.000
73,22.000,0.000
74,20.500,3.171
75,19.900,3.381
76,19.700,3.713
77,19.200,3.615
78,19.800,3.553
79,22.000,0.000
80,17.400,3.978
81,18.200,4.022
82,19.000,3.887
83,18.200,4.022
84,20.500,3.171
85,20.600,2.951
86,22.000,0.000
87,20.400,3.373
88,20.600,2.951
89,19.700,3.713
90,21.300,2.214
91,19.800,3.553
92,18.300,3.917
93,19.000,3.887
94,18.900,4.012
95,19.700,3.713
96,18.000,4.216
97,18.100,4.122
98,17.600,3.806
99,17.400,3.978
100,21.200,2.530
101,18.300,3.917
102,18.100,4.122
103,18.100,4.122
104,19.100,3.755
105,20.400,3.373
106,16.900,3.542
107,20.500,3.171
108,20.500,3.171
109,20.500,3.171
110,18.500,3.689
111,19.700,3.713
112,19.100,3.755
113,18.300,3.917
114,15.900,3.247
115,21.200,2.530
116,17.400,3.978
117,15.900,3.281
118,19.100,3.755
119,18.000,4.216
120,19.700,3.713
121,19.700,3.713
122,21.200,2.530
123,17.600,3.806
124,18.200,4.050
125,19.000,3.887
126,19.100,3.755
127,19.000,3.887
128,17.300,4.057
129,18.200,4.022
130,18.900,4.012
131,16.800,3.615
132,17.100,4.228
133,15.800,3.360
134,19.600,3.864
135,18.700,4.270
136,18.800,4.131
137,16.600,3.777
138,18.000,4.243
139,18.800,4.158
140,19.600,3.893
141,19.600,3.864
142,19.600,3.864
143,19.000,3.887
144,17.900,4.332
145,18.600,4.402
146,19.000,3.916
147,17.800,4.442
148,18.000,4.216
149,18.000,4.243
150,17.800,4.467
151,18.300,3.917
152,18.800,4.158
153,15.400,3.534
154,18.300,3.945
155,18.600,4.402
156,19.600,3.864
157,17.800,4.442
158,17.300,4.111
159,20.400,3.373
160,17.900,4.332
161,18.900,4.040
162,19.600,3.893
163,18.800,4.185
164,18.000,4.243
165,20.300,3.592
166,18.400,4.648
167,19.000,3.887
168,18.600,4.402
169,16.700,4.572
170,18.100,4.149
171,17.800,4.442
172,19.700,3.713
173,17.500,3.894
174,18.000,4.243
175,17.100,4.228
176,17.200,4.158
177,18.100,4.149
178,18.800,4.158
179,18.800,4.131
180,18.500,4.528
