timestamp_gt,x_gt,y_gt,z_gt,timestamp_est,x_est,y_est,z_est
1.4036365808635556e+18,4.6650211767,-1.8472146877,0.7812067206,1.4036365808635556e+18,4.639526166568095,-1.8083855603523817,0.784847899283856
1.4036365809135555e+18,4.6629522096,-1.8453728663,0.8207579572,1.4036365809135555e+18,4.635153385335167,-1.8050886653995062,0.8266207856627169
1.4036365809635556e+18,4.6609846259,-1.8447596485,0.8600052598,1.4036365809635556e+18,4.634155225259802,-1.8053855136030583,0.8665808869045446
1.4036365810135555e+18,4.6596583694,-1.8446723346,0.8972069305,1.4036365810135555e+18,4.6318628309969565,-1.8049630642898926,0.9041213998397588
1.4036365810635556e+18,4.6584695461,-1.8448832918,0.9323025417,1.4036365810635556e+18,4.6279740315577955,-1.8035249073348634,0.9364370776420058
1.4036365811135555e+18,4.6567707371,-1.843802856,0.9652596168,1.4036365811135555e+18,4.625452529491941,-1.8017480773499983,0.969859899029522
1.4036365811635556e+18,4.6556223951,-1.8430375195,0.9955650996,1.4036365811635556e+18,4.623141291883823,-1.80154655309196,1.0000798691732908
1.4036365812135555e+18,4.6551355257,-1.8415718393,1.0225625975,1.4036365812135555e+18,4.623040835080434,-1.7997221269367523,1.0271751215385965
1.4036365812635556e+18,4.6553100964,-1.8405548393,1.0461137821,1.4036365812635556e+18,4.621764540020872,-1.7985234767906797,1.0498335240059609
1.4036365813135555e+18,4.6569095013,-1.8399190938,1.0639175259,1.4036365813135555e+18,4.622874276342231,-1.7970895863770937,1.0655800385961007
1.4036365813635556e+18,4.6586259151,-1.8398263352,1.0738669267,1.4036365813635556e+18,4.623759562064677,-1.7954688457353614,1.0741210405363009
1.4036365814135555e+18,4.6607757299,-1.8391279976,1.0744901898,1.4036365814135555e+18,4.626028733060743,-1.795158270567543,1.0738027649348958
1.4036365814635556e+18,4.6631142052,-1.8386877869,1.0659636925,1.4036365814635556e+18,4.628869249870938,-1.7959855651340966,1.0682730950080424
1.4036365815135555e+18,4.6656575418,-1.8384611738,1.0492260766,1.4036365815135555e+18,4.629452314595893,-1.7962112594428796,1.049795686653571
1.4036365815635556e+18,4.6671015434,-1.8384954213,1.0261007203,1.4036365815635556e+18,4.626791718046705,-1.7939798605647697,1.0261708855014966
1.4036365816135555e+18,4.6685127859,-1.8387733808,0.9986153796,1.4036365816135555e+18,4.626665886095159,-1.7921456581846522,0.9974981796932705
1.4036365816635556e+18,4.6697485696,-1.8389791244,0.9680789477,1.4036365816635556e+18,4.63462419033374,-1.7960999021174824,0.967219827396055
1.4036365817135555e+18,4.6714020867,-1.8384458341,0.9361128152,1.4036365817135555e+18,4.634746725583705,-1.7932846349871394,0.9336482418693095
1.4036365817635556e+18,4.6731657492,-1.8384989389,0.9033135722,1.4036365817635556e+18,4.635474127253793,-1.7916604813114232,0.8985790206383235
1.4036365818135555e+18,4.6759169156,-1.8397860467,0.8702705074,1.4036365818135555e+18,4.635803409656091,-1.7901454623652433,0.8649778052171958
1.4036365818635556e+18,4.6786374123,-1.841249824,0.8369674237,1.4036365818635556e+18,4.637831918536566,-1.7908027108225584,0.829692497666412
1.4036365819135555e+18,4.6789098604,-1.8380702615,0.8001037439,1.4036365819135555e+18,4.639787190395583,-1.7916733479882008,0.7961807008710814
1.4036365819635556e+18,4.6811060719,-1.8394680876,0.7678572354,1.4036365819635556e+18,4.646730979911314,-1.7974416468596095,0.764206249902435
1.4036365820135555e+18,4.6827184977,-1.8407854533,0.7374569596,1.4036365820135555e+18,4.649071199584799,-1.7994426518273468,0.7336661852379255
1.4036365820635556e+18,4.6845440892,-1.8424677579,0.7100893352,1.4036365820635556e+18,4.650264253698378,-1.8012140691687206,0.707644411430314
1.4036365821135555e+18,4.6864177192,-1.8444039956,0.6874845691,1.4036365821135555e+18,4.65178489451416,-1.8032449397768033,0.6862696272155963
1.4036365821635556e+18,4.688083509,-1.8470605446,0.6715031647,1.4036365821635556e+18,4.652539011752656,-1.8053259022246466,0.6690182741511496
1.4036365822135555e+18,4.6891591032,-1.8492694573,0.6629683725,1.4036365822135555e+18,4.655067352567319,-1.8080397023427697,0.6612466186859796
1.4036365822635556e+18,4.688956322,-1.8505991866,0.6629868294,1.4036365822635556e+18,4.654332512514066,-1.8092463217755859,0.6615803104054276
1.4036365823135555e+18,4.6875128361,-1.8515523631,0.6724144801,1.4036365823135555e+18,4.653682901258966,-1.8113161102643769,0.6730372099656334
1.4036365823635556e+18,4.6853306676,-1.8524845822,0.6904417901,1.4036365823635556e+18,4.65236484393132,-1.8116638766065944,0.6925966825834264
1.4036365824135555e+18,4.6828575878,-1.8532336282,0.7145279947,1.4036365824135555e+18,4.648567920931915,-1.811082013155433,0.7151468345997858
1.4036365824635556e+18,4.680023391,-1.8534587651,0.7424402375,1.4036365824635556e+18,4.646792537167415,-1.8112851326094577,0.7443674189561187
1.4036365825135555e+18,4.6769995062,-1.8528007494,0.7726710934,1.4036365825135555e+18,4.64408071219461,-1.8103131541065194,0.7752811454278593
1.4036365825635556e+18,4.6739380479,-1.8519962549,0.8046517355,1.4036365825635556e+18,4.641980453376365,-1.809303835204729,0.8083982690251128
1.4036365826135555e+18,4.6713172136,-1.8505469065,0.8369736729,1.4036365826135555e+18,4.641733819087493,-1.8077874076011693,0.8428724637466273
1.4036365826635556e+18,4.6689739902,-1.8491169488,0.8698644611,1.4036365826635556e+18,4.640294799533494,-1.8068692753928808,0.8779371274105802
1.4036365827135555e+18,4.666956715,-1.8475400173,0.9022681926,1.4036365827135555e+18,4.639060898342872,-1.8048022387139055,0.9112497606514822
1.4036365827635556e+18,4.6641369394,-1.8450330233,0.935027138,1.4036365827635556e+18,4.637191189731551,-1.8014809431407957,0.9447554505810061
1.4036365828135555e+18,4.6612415428,-1.8419590174,0.9669980498,1.4036365828135555e+18,4.634137655926051,-1.7967769628951902,0.9752089080359657
1.4036365828635556e+18,4.6653702485,-1.8363505927,1.0041399424,1.4036365828635556e+18,4.632632200119712,-1.792914459157372,1.0080960775911818
1.4036365829135555e+18,4.6641805171,-1.8331189909,1.0350233718,1.4036365829135555e+18,4.632250250790962,-1.7896185028388347,1.0385243471232255
1.4036365829635556e+18,4.6637638722,-1.8303675678,1.0625889369,1.4036365829635556e+18,4.633666279120324,-1.7888312032241107,1.0676163866848136
1.4036365830135555e+18,4.6639959243,-1.8285458661,1.0843242503,1.4036365830135555e+18,4.634392870506311,-1.7872188089641243,1.0887980498912966
1.4036365830635556e+18,4.6648170828,-1.8273142,1.0986794807,1.4036365830635556e+18,4.633041357321235,-1.7841785658952602,1.1010660548634927
1.4036365831135555e+18,4.6654470081,-1.8261826713,1.1052410223,1.4036365831135555e+18,4.633863291833514,-1.7832555550984492,1.1070529873154284
1.4036365831635556e+18,4.6661069801,-1.8250725751,1.102718976,1.4036365831635556e+18,4.634468155851925,-1.7826603860513346,1.1036316822817103
1.4036365832135555e+18,4.6666013839,-1.8247096993,1.0920801805,1.4036365832135555e+18,4.63488934908846,-1.7825916106496824,1.092185710095872
