timestamp_gt,x_gt,y_gt,z_gt,timestamp_est,x_est,y_est,z_est
1.4036365808635556e+18,4.6650211767,-1.8472146877,0.7812067206,1.4036365808635556e+18,4.643344370848494,-1.8108873194998054,0.7849626169516165
1.4036365809135555e+18,4.6629522096,-1.8453728663,0.8207579572,1.4036365809135555e+18,4.638760441301627,-1.8084670867569286,0.8253540979648121
1.4036365809635556e+18,4.6609846259,-1.8447596485,0.8600052598,1.4036365809635556e+18,4.637122652664964,-1.8080492862969952,0.8660559075241306
1.4036365810135555e+18,4.6596583694,-1.8446723346,0.8972069305,1.4036365810135555e+18,4.634260008126489,-1.8067440858338308,0.9029831182149738
1.4036365810635556e+18,4.6584695461,-1.8448832918,0.9323025417,1.4036365810635556e+18,4.631447159375052,-1.8056740714400734,0.9360292248914535
1.4036365811135555e+18,4.6567707371,-1.843802856,0.9652596168,1.4036365811135555e+18,4.629365868806864,-1.8042923070183445,0.9687120885971393
1.4036365811635556e+18,4.6556223951,-1.8430375195,0.9955650996,1.4036365811635556e+18,4.625075503217905,-1.8030596710565943,0.9976693391485891
1.4036365812135555e+18,4.6551355257,-1.8415718393,1.0225625975,1.4036365812135555e+18,4.625932189872964,-1.802015695200748,1.026922684664301
1.4036365812635556e+18,4.6553100964,-1.8405548393,1.0461137821,1.4036365812635556e+18,4.624951124159276,-1.8006044145125562,1.0491117138725232
1.4036365813135555e+18,4.6569095013,-1.8399190938,1.0639175259,1.4036365813135555e+18,4.626573603347199,-1.7987825451694044,1.065469826655467
1.4036365813635556e+18,4.6586259151,-1.8398263352,1.0738669267,1.4036365813635556e+18,4.628943528902582,-1.79934631055966,1.0761809488304077
1.4036365814135555e+18,4.6607757299,-1.8391279976,1.0744901898,1.4036365814135555e+18,4.630066721144737,-1.7986677433837468,1.074092495556219
1.4036365814635556e+18,4.6631142052,-1.8386877869,1.0659636925,1.4036365814635556e+18,4.632116309967798,-1.798225095187109,1.0673988108408372
1.4036365815135555e+18,4.6656575418,-1.8384611738,1.0492260766,1.4036365815135555e+18,4.631372144122202,-1.7968035675415779,1.048629340640524
1.4036365815635556e+18,4.6671015434,-1.8384954213,1.0261007203,1.4036365815635556e+18,4.631662050397651,-1.79751516968371,1.0261907537149397
1.4036365816135555e+18,4.6685127859,-1.8387733808,0.9986153796,1.4036365816135555e+18,4.632320582089901,-1.7953599403203442,0.9973211105341437
1.4036365816635556e+18,4.6697485696,-1.8389791244,0.9680789477,1.4036365816635556e+18,4.631131827857957,-1.794033429008399,0.9657763427946815
1.4036365817135555e+18,4.6714020867,-1.8384458341,0.9361128152,1.4036365817135555e+18,4.637589943753355,-1.7957589814989532,0.9329498216232761
