timestamp,x,y,z
1.4036365799635556e+18,4.630231970681857,-1.7787025247981314,0.8417548830342444
1.4036365800135555e+18,4.6303320089522595,-1.7804762321374639,0.8150476311241501
1.4036365800635556e+18,4.630882466576608,-1.7827846768601872,0.7872294278843842
1.4036365801135555e+18,4.631349898715097,-1.7845630364825007,0.7610358525299712
1.4036365801635556e+18,4.632055407224981,-1.7865997319999485,0.7353379552630506
1.4036365802135555e+18,4.632972649841106,-1.788725645093805,0.7100471096050909
1.4036365802635556e+18,4.633237653791514,-1.7904676070999055,0.6876384785800055
1.4036365803135555e+18,4.63522912277632,-1.7927488579383022,0.6682046888521139
1.4036365803635556e+18,4.63656602969049,-1.7950858715898685,0.6495560779786124
1.4036365804135555e+18,4.6382880693967765,-1.7969241751130123,0.6330189958411294
1.4036365804635556e+18,4.64093271425328,-1.7992144721567536,0.621904629722317
1.4036365805135555e+18,4.641245466156736,-1.800415754694003,0.6158022931166832
1.4036365805635556e+18,4.641615626537579,-1.801026409162682,0.6172345137508863
1.4036365806135555e+18,4.641801493030996,-1.8018320701176105,0.6280846748380526
1.4036365806635556e+18,4.641282681513427,-1.801766006861608,0.6473469675081907
1.4036365807135555e+18,4.639704508710059,-1.8009637553676918,0.6737047139327599
1.4036365807635556e+18,4.637209217240242,-1.799790468475687,0.7060516860605435
1.4036365808135555e+18,4.634044348241758,-1.7981101364954222,0.7421127837079771
1.4036365808635556e+18,4.628454343015086,-1.795099259488548,0.7793280099008628
1.4036365809135555e+18,4.62497323520796,-1.7920442188751473,0.8217686900771849
1.4036365809635556e+18,4.624058428552377,-1.7918393649256212,0.8625544212518444
1.4036365810135555e+18,4.621693888471718,-1.7907089265496487,0.9006499790021213
1.4036365810635556e+18,4.619179454379865,-1.789735300870247,0.9341358166196674
1.4036365811135555e+18,4.615191237448827,-1.7881678217928785,0.9659032879229718
1.4036365811635556e+18,4.61225848001346,-1.7874957810804752,0.9949064362526036
1.4036365812135555e+18,4.61311280760163,-1.785936792597088,1.0237059391593597
1.4036365812635556e+18,4.612525026785643,-1.7843346514561904,1.0473394091593
1.4036365813135555e+18,4.614178530679431,-1.783149939358194,1.065126192274786
1.4036365813635556e+18,4.616113774370305,-1.7823100511746586,1.074964352507131
1.4036365814135555e+18,4.617893075714823,-1.7831454231116666,1.0739201800667455
1.4036365814635556e+18,4.619413169331628,-1.7818061066845765,1.0649391008306834
1.4036365815135555e+18,4.6214609882408455,-1.7826230100174847,1.0476296859682142
1.4036365815635556e+18,4.617597882441605,-1.7803222327894788,1.0226795456062523
1.4036365816135555e+18,4.617774352523608,-1.7784199369697036,0.9945750118675158
1.4036365816635556e+18,4.625220035351117,-1.782991728597775,0.9657719406435202
1.4036365817135555e+18,4.6251797049656656,-1.7796300120508282,0.9304879893482587
1.4036365817635556e+18,4.626499424803062,-1.7787685252214138,0.8960330088024248
1.4036365818135555e+18,4.625583388896707,-1.7781976953644743,0.8627871339896458
1.4036365818635556e+18,4.628002497159652,-1.7781915058102944,0.827942669784943
1.4036365819135555e+18,4.6356541296117,-1.782415869182228,0.7929811000074264
1.4036365819635556e+18,4.63702652833945,-1.7844634388222105,0.7609173020716886
1.4036365820135555e+18,4.638794962721808,-1.7864446102504377,0.7297304532901556
1.4036365820635556e+18,4.639621695030826,-1.7882547863957359,0.7032521741511536
1.4036365821135555e+18,4.641069099247023,-1.7899098290293223,0.6813997977388427
1.4036365821635556e+18,4.641120084700204,-1.7916292625947285,0.6639560874959591
1.4036365822135555e+18,4.644017953684946,-1.79389867576084,0.6567270792022474
1.4036365822635556e+18,4.643484725107582,-1.7948504024592482,0.6571540735397299
1.4036365823135555e+18,4.641207251246359,-1.7956557526025,0.6667342879236589
1.4036365823635556e+18,4.641414829823091,-1.7973849477799986,0.6884383935335563
1.4036365824135555e+18,4.639924981618543,-1.7992415669954567,0.7144611617751414
1.4036365824635556e+18,4.640753590480109,-1.8005329925600988,0.7467200598964514
1.4036365825135555e+18,4.634882452274948,-1.7968278812971146,0.771749383093307
1.4036365825635556e+18,4.632961629983485,-1.795841509149498,0.8051822642606857
1.4036365826135555e+18,4.6310049480561055,-1.7941745495683483,0.8388521660664042
1.4036365826635556e+18,4.630478102401326,-1.7937710769010469,0.8751924178460246
1.4036365827135555e+18,4.6293304366118955,-1.7917457032217399,0.9086711376127592
1.4036365827635556e+18,4.6266746295577486,-1.7877952609005603,0.9407552874918883
1.4036365828135555e+18,4.625145510315644,-1.784401042918674,0.9734986795350198
