timestamp_gt,x_gt,y_gt,z_gt,timestamp_est,x_est,y_est,z_est
1.4036365808635556e+18,4.6650211767,-1.8472146877,0.7812067206,1.4036365808635556e+18,4.624204640867191,-1.8126136446526084,0.8046229977948582
1.4036365809135555e+18,4.6629522096,-1.8453728663,0.8207579572,1.4036365809135555e+18,4.619449285885521,-1.8100846573517158,0.8454657081125952
1.4036365809635556e+18,4.6609846259,-1.8447596485,0.8600052598,1.4036365809635556e+18,4.618251345720869,-1.8104122206401854,0.8856563409985594
1.4036365810135555e+18,4.6596583694,-1.8446723346,0.8972069305,1.4036365810135555e+18,4.615439674869324,-1.8097957898508572,0.9234967324147938
1.4036365810635556e+18,4.6584695461,-1.8448832918,0.9323025417,1.4036365810635556e+18,4.61137056900024,-1.8088845468294665,0.9550589882706096
1.4036365811135555e+18,4.6567707371,-1.843802856,0.9652596168,1.4036365811135555e+18,4.610791077832042,-1.8073406503215805,0.9887092877266342
1.4036365811635556e+18,4.6556223951,-1.8430375195,0.9955650996,1.4036365811635556e+18,4.606623442325915,-1.806471883827654,1.0192164019044765
1.4036365812135555e+18,4.6551355257,-1.8415718393,1.0225625975,1.4036365812135555e+18,4.6059351365113885,-1.8053714918507429,1.0446312833700717
1.4036365812635556e+18,4.6553100964,-1.8405548393,1.0461137821,1.4036365812635556e+18,4.605041768025583,-1.8043742622937207,1.0664748174267422
1.4036365813135555e+18,4.6569095013,-1.8399190938,1.0639175259,1.4036365813135555e+18,4.605835819594332,-1.8016998603583954,1.0823633196359854
1.4036365813635556e+18,4.6586259151,-1.8398263352,1.0738669267,1.4036365813635556e+18,4.608176327166665,-1.802278611986218,1.093357361452523
1.4036365814135555e+18,4.6607757299,-1.8391279976,1.0744901898,1.4036365814135555e+18,4.60916632077933,-1.8012514274684106,1.091126026957018
1.4036365815135555e+18,4.6656575418,-1.8384611738,1.0492260766,1.4036365815135555e+18,4.613290543996848,-1.8034045597563193,1.0691196700859453
1.4036365815635556e+18,4.6671015434,-1.8384954213,1.0261007203,1.4036365815635556e+18,4.613755527571737,-1.8034335825553147,1.0450840846083116
1.4036365816135555e+18,4.6685127859,-1.8387733808,0.9986153796,1.4036365816135555e+18,4.612703693014753,-1.7985662355421042,1.0141064337397712
1.4036365816635556e+18,4.6697485696,-1.8389791244,0.9680789477,1.4036365816635556e+18,4.613179896715858,-1.7979562670877394,0.9825633467710149
1.4036365817135555e+18,4.6714020867,-1.8384458341,0.9361128152,1.4036365817135555e+18,4.618573960944031,-1.799961696328763,0.9533425186527639
1.4036365818135555e+18,4.6759169156,-1.8397860467,0.8702705074,1.4036365818135555e+18,4.62292629316256,-1.7999752724130995,0.8852652622521444
1.4036365819135555e+18,4.6789098604,-1.8380702615,0.8001037439,1.4036365819135555e+18,4.628464193177578,-1.8023525466484158,0.8168782379383963
1.4036365820135555e+18,4.6827184977,-1.8407854533,0.7374569596,1.4036365820135555e+18,4.631990483842569,-1.8050143554252414,0.7525419118455128
1.4036365821135555e+18,4.6864177192,-1.8444039956,0.6874845691,1.4036365821135555e+18,4.636548292914294,-1.8085760793403312,0.7044658163150179
