timestamp,x,y,z
1.4036365799635556e+18,4.643642297481943,-1.7947829570324856,0.8449826340726775
1.4036365800135555e+18,4.643760242506462,-1.7965385077287601,0.818380641273675
1.4036365800635556e+18,4.64433192508932,-1.7987853624244745,0.7906494071989044
1.4036365801135555e+18,4.644762322917791,-1.8005266673996427,0.7645055392583988
1.4036365801635556e+18,4.6453823131350385,-1.8025263978226616,0.738795043208287
1.4036365802135555e+18,4.646784775326507,-1.8048522309016115,0.7144275837672148
1.4036365802635556e+18,4.647227486342555,-1.806594186348542,0.692209029931122
1.4036365803135555e+18,4.649271758390343,-1.809041340839611,0.6726788715060923
1.4036365803635556e+18,4.650494695835514,-1.8108994881183735,0.6539032707852429
1.4036365804135555e+18,4.652227348110694,-1.8129757652010439,0.6376960803315233
1.4036365804635556e+18,4.6546514263696235,-1.8153583564641507,0.6264891308551556
1.4036365805135555e+18,4.655443926083184,-1.816625425591035,0.6206151178715282
1.4036365805635556e+18,4.655518886768631,-1.8171030844736535,0.6217753818115672
1.4036365806135555e+18,4.655568507654993,-1.8176051836886473,0.6324481323955786
1.4036365806635556e+18,4.655077634077365,-1.8178214956986076,0.6518903388650351
1.4036365807135555e+18,4.653516943310148,-1.8171838642744975,0.6777935122318546
1.4036365807635556e+18,4.650667649711317,-1.8155958454899643,0.7100300204024259
1.4036365808135555e+18,4.6472254699998,-1.8140427985059728,0.7454901059109026
1.4036365808635556e+18,4.643344370848494,-1.8108873194998054,0.7849626169516165
1.4036365809135555e+18,4.638760441301627,-1.8084670867569286,0.8253540979648121
1.4036365809635556e+18,4.637122652664964,-1.8080492862969952,0.8660559075241306
1.4036365810135555e+18,4.634260008126489,-1.8067440858338308,0.9029831182149738
1.4036365810635556e+18,4.631447159375052,-1.8056740714400734,0.9360292248914535
1.4036365811135555e+18,4.629365868806864,-1.8042923070183445,0.9687120885971393
1.4036365811635556e+18,4.625075503217905,-1.8030596710565943,0.9976693391485891
1.4036365812135555e+18,4.625932189872964,-1.802015695200748,1.026922684664301
1.4036365812635556e+18,4.624951124159276,-1.8006044145125562,1.0491117138725232
1.4036365813135555e+18,4.626573603347199,-1.7987825451694044,1.065469826655467
1.4036365813635556e+18,4.628943528902582,-1.79934631055966,1.0761809488304077
1.4036365814135555e+18,4.630066721144737,-1.7986677433837468,1.074092495556219
1.4036365814635556e+18,4.632116309967798,-1.798225095187109,1.0673988108408372
1.4036365815135555e+18,4.631372144122202,-1.7968035675415779,1.048629340640524
1.4036365815635556e+18,4.631662050397651,-1.79751516968371,1.0261907537149397
1.4036365816135555e+18,4.632320582089901,-1.7953599403203442,0.9973211105341437
1.4036365816635556e+18,4.631131827857957,-1.794033429008399,0.9657763427946815
