timestamp,fov_mean,fov_std
0,22.000,0.000
1,22.000,0.000
2,22.000,0.000
3,22.000,0.000
4,22.000,0.000
5,22.000,0.000
6,22.000,0.000
7,22.000,0.000
8,22.000,0.000
9,22.000,0.000
10,22.000,0.000
11,22.000,0.000
12,22.000,0.000
13,22.000,0.000
14,22.000,0.000
15,22.000,0.000
16,22.000,0.000
17,22.000,0.000
18,22.000,0.000
19,22.000,0.000
20,22.000,0.000
21,22.000,0.000
22,22.000,0.000
23,22.000,0.000
24,22.000,0.000
25,22.000,0.000
26,22.000,0.000
27,22.000,0.000
28,22.000,0.000
29,22.000,0.000
30,22.000,0.000
31,22.000,0.000
32,22.000,0.000
33,22.000,0.000
34,22.000,0.000
35,22.000,0.000
36,22.000,0.000
37,22.000,0.000
38,22.000,0.000
39,22.000,0.000
40,22.000,0.000
41,22.000,0.000
42,22.000,0.000
43,22.000,0.000
44,22.000,0.000
45,22.000,0.000
46,22.000,0.000
47,22.000,0.000
48,22.000,0.000
49,22.000,0.000
50,22.000,0.000
51,22.000,0.000
52,22.000,0.000
53,22.000,0.000
54,22.000,0.000
55,22.000,0.000
56,22.000,0.000
57,22.000,0.000
58,22.000,0.000
59,22.000,0.000
60,22.000,0.000
61,22.000,0.000
62,22.000,0.000
63,22.000,0.000
64,22.000,0.000
65,22.000,0.000
66,22.000,0.000
67,22.000,0.000
68,22.000,0.000
69,22.000,0.000
70,22.000,0.000
71,22.000,0.000
72,22.000,0.000
73,22.000,0.000
74,22.000,0.000
75,22.000,0.000
76,22.000,0.000
77,22.000,0.000
78,22.000,0.000
79,22.000,0.000
80,22.000,0.000
81,21.200,2.530
82,22.000,0.000
83,22.000,0.000
84,22.000,0.000
85,22.000,0.000
86,22.000,0.000
87,22.000,0.000
88,22.000,0.000
89,22.000,0.000
90,22.000,0.000
91,22.000,0.000
92,22.000,0.000
93,22.000,0.000
94,22.000,0.000
95,22.000,0.000
96,22.000,0.000
97,20.600,2.951
98,19.900,3.381
99,21.200,2.530
100,21.300,2.214
101,19.000,3.887
102,20.600,2.951
103,21.200,2.530
104,20.400,3.373
105,22.000,0.000
106,19.000,3.887
107,18.200,4.022
108,18.200,4.022
109,19.000,3.887
110,21.200,2.530
111,16.600,3.748
112,20.600,2.951
113,20.500,3.171
114,21.300,2.214
115,20.400,3.373
116,19.800,3.553
117,21.300,2.214
118,21.300,2.214
119,22.000,0.000
120,22.000,0.000
121,22.000,0.000
122,22.000,0.000
123,19.000,3.887
124,19.600,3.864
125,21.300,2.214
126,19.000,3.887
127,18.200,4.022
128,22.000,0.000
129,20.400,3.373
130,20.600,2.951
131,22.000,0.000
132,21.200,2.530
133,18.100,4.122
134,21.200,2.530
135,18.200,4.022
136,19.000,3.887
137,19.800,3.553
138,19.600,3.864
139,19.000,3.887
140,21.200,2.530
141,18.400,3.806
142,19.800,3.553
143,21.200,2.530
144,20.500,3.171
145,20.500,3.171
146,21.300,2.214
147,19.700,3.713
148,21.200,2.530
149,20.500,3.171
150,22.000,0.000
151,20.600,2.951
152,16.900,3.542
153,21.200,2.530
154,20.600,2.951
155,21.300,2.214
156,20.500,3.171
157,22.000,0.000
158,20.600,2.951
159,22.000,0.000
160,19.700,3.713
161,22.000,0.000
162,19.000,3.887
163,20.400,3.373
164,21.300,2.214
165,20.500,3.171
166,19.900,3.381
167,20.400,3.373
168,19.100,3.755
169,20.500,3.171
170,19.700,3.713
171,19.800,3.553
172,19.100,3.755
173,19.000,3.887
174,21.300,2.214
175,17.600,3.806
176,19.100,3.755
177,19.800,3.553
178,21.300,2.214
179,18.900,4.012
180,20.400,3.373
